Location,Area (sqm),Property Type,Bedrooms,Bathrooms,Building Age (years),Furnishing Status,Floor Level,Amenities,Nearby Facility,Price 2023 (EGP),Price 2024 (EGP),Price 2025 (EGP)
Maadi,167,Apartment,3,2,27,Unfurnished,19,Swimming Pool,Metro Station,"1,864,402","2,265,820","2,757,326"
6th of October,78,Villa,3,1,15,Semi-Furnished,1,Swimming Pool,Mall,"886,457","981,803","1,176,573"
Maadi,391,Apartment,5,1,23,Semi-Furnished,16,None,Hospital,"5,764,507","7,791,880","9,286,666"
Sheikh Zayed,131,Apartment,1,1,13,Furnished,18,None,Metro Station,"1,749,960","1,930,950","2,289,684"
Sheikh Zayed,168,Apartment,3,3,22,Unfurnished,12,Swimming Pool,Hospital,"1,863,260","2,442,939","2,954,436"
6th of October,327,Apartment,3,2,19,Unfurnished,12,Gym,Mall,"2,769,338","3,852,363","4,651,957"
Maadi,299,Villa,4,1,19,Furnished,0,Swimming Pool,Hospital,"3,368,526","4,147,661","4,836,777"
Sheikh Zayed,360,Villa,5,1,5,Semi-Furnished,1,Swimming Pool,Hospital,"3,501,514","4,098,494","4,906,610"
Nasr City,149,Apartment,2,1,21,Unfurnished,0,Garden,Mall,"1,276,135","1,673,602","2,017,272"
New Cairo,162,Apartment,1,1,24,Semi-Furnished,4,Gym,Hospital,"2,211,552","2,974,844","3,590,722"
New Cairo,309,Villa,1,2,27,Unfurnished,2,Garden,Metro Station,"4,852,045","6,132,641","7,181,388"
New Cairo,67,Apartment,5,3,4,Unfurnished,6,Gym,Metro Station,"964,105","1,340,212","1,640,724"
Maadi,212,Villa,4,2,23,Unfurnished,12,Gym,Metro Station,"2,088,360","2,329,567","2,684,873"
6th of October,233,Apartment,4,1,20,Unfurnished,17,Gym,Metro Station,"1,831,899","2,292,509","2,717,731"
Sheikh Zayed,217,Villa,5,2,17,Semi-Furnished,6,Garden,Hospital,"2,551,264","3,356,280","4,121,583"
Nasr City,274,Villa,4,1,14,Semi-Furnished,0,Garden,Metro Station,"2,791,269","3,792,755","4,575,539"
Nasr City,236,Villa,1,3,5,Semi-Furnished,4,Garden,Hospital,"2,290,455","2,642,674","3,108,091"
Maadi,234,Apartment,1,3,24,Semi-Furnished,16,None,School,"2,456,444","3,291,638","4,014,137"
New Cairo,399,Apartment,2,3,28,Furnished,7,Garden,Hospital,"5,352,308","6,775,017","8,175,677"
Maadi,397,Apartment,5,1,18,Unfurnished,14,None,Metro Station,"4,341,284","5,291,879","6,507,023"
6th of October,205,Apartment,3,2,0,Unfurnished,19,None,School,"1,892,573","2,156,615","2,638,623"
6th of October,383,Apartment,3,3,0,Unfurnished,3,None,Mall,"3,828,126","5,204,677","6,302,920"
Sheikh Zayed,220,Villa,2,1,12,Furnished,1,Swimming Pool,Hospital,"2,829,528","3,245,983","3,891,343"
Sheikh Zayed,186,Villa,2,1,2,Semi-Furnished,4,Swimming Pool,Metro Station,"1,786,463","2,131,137","2,479,190"
6th of October,141,Villa,4,2,9,Unfurnished,0,Swimming Pool,Metro Station,"998,239","1,184,924","1,393,628"
6th of October,206,Villa,2,3,20,Semi-Furnished,4,None,Metro Station,"2,150,478","2,927,713","3,489,570"
